Date,Expiry,Strike,Option Type,ClosePrice,OpenInterest
31-05-2024,06-06-2024,14500,PE,306.93,489314
31-05-2024,06-06-2024,14550,CE,91.66,327979
31-05-2024,06-06-2024,14550,PE,11.94,73083
31-05-2024,06-06-2024,14600,CE,70.83,404276
31-05-2024,06-06-2024,14600,PE,61.07,420420
31-05-2024,06-06-2024,14650,CE,311.49,364934
31-05-2024,06-06-2024,14650,PE,43.91,138732
31-05-2024,06-06-2024,14700,CE,369.73,128321
31-05-2024,06-06-2024,14700,PE,343.73,54924
03-06-2024,06-06-2024,19850,CE,260.35,143655
03-06-2024,06-06-2024,19850,PE,379.97,245515
03-06-2024,06-06-2024,19900,CE,290.75,248846
03-06-2024,06-06-2024,19900,PE,216.98,440186
03-06-2024,06-06-2024,19950,CE,346.79,149163
03-06-2024,06-06-2024,19950,PE,373.68,63340
03-06-2024,06-06-2024,20000,CE,55.35,391646
03-06-2024,06-06-2024,20000,PE,319.4,455651
03-06-2024,06-06-2024,20050,CE,331.48,255942
03-06-2024,06-06-2024,20050,PE,99.78,211418
04-06-2024,06-06-2024,18150,CE,249.54,187862
04-06-2024,06-06-2024,18150,PE,76.16,496321
04-06-2024,06-06-2024,18200,CE,225.22,354504
04-06-2024,06-06-2024,18200,PE,308.83,448043
04-06-2024,06-06-2024,18250,CE,386.63,113993
04-06-2024,06-06-2024,18250,PE,178.56,488967
04-06-2024,06-06-2024,18300,CE,48.59,272274
04-06-2024,06-06-2024,18300,PE,130.52,365004
04-06-2024,06-06-2024,18350,CE,178.42,329201
04-06-2024,06-06-2024,18350,PE,89.02,252430
05-06-2024,06-06-2024,17600,CE,157.58,98402
05-06-2024,06-06-2024,17600,PE,77.03,189408
05-06-2024,06-06-2024,17650,CE,283.03,388004
05-06-2024,06-06-2024,17650,PE,386.94,438322
05-06-2024,06-06-2024,17700,CE,347.3,165210
05-06-2024,06-06-2024,17700,PE,174.33,34822
05-06-2024,06-06-2024,17750,CE,77.16,351224
05-06-2024,06-06-2024,17750,PE,35.9,222562
05-06-2024,06-06-2024,17800,CE,272.79,278221
05-06-2024,06-06-2024,17800,PE,250.18,401889
06-06-2024,06-06-2024,17300,CE,254.85,421701
06-06-2024,06-06-2024,17300,PE,225.45,494256
06-06-2024,06-06-2024,17350,CE,380.48,379735
06-06-2024,06-06-2024,17350,PE,209.11,62289
06-06-2024,06-06-2024,17400,CE,396.07,315906
06-06-2024,06-06-2024,17400,PE,297.55,272635
06-06-2024,06-06-2024,17450,CE,184.28,419793
06-06-2024,06-06-2024,17450,PE,369.83,361688
06-06-2024,06-06-2024,17500,CE,291.05,497151
06-06-2024,06-06-2024,17500,PE,309.2,122974
07-06-2024,13-06-2024,18250,CE,78.61,107148
07-06-2024,13-06-2024,18250,PE,286.04,296501
07-06-2024,13-06-2024,18300,CE,125.09,297659
07-06-2024,13-06-2024,18300,PE,212,49238
07-06-2024,13-06-2024,18350,CE,277.36,257229
07-06-2024,13-06-2024,18350,PE,309.74,424605
07-06-2024,13-06-2024,18400,CE,52.39,362388
07-06-2024,13-06-2024,18400,PE,133.86,28689
07-06-2024,13-06-2024,18450,CE,71.65,445097
07-06-2024,13-06-2024,18450,PE,365.93,470386
10-06-2024,13-06-2024,16800,CE,22.62,328081
10-06-2024,13-06-2024,16800,PE,102.69,462023
10-06-2024,13-06-2024,16850,CE,242.21,476799
10-06-2024,13-06-2024,16850,PE,231.86,275476
10-06-2024,13-06-2024,16900,CE,369.47,436076
10-06-2024,13-06-2024,16900,PE,297.3,395721
10-06-2024,13-06-2024,16950,CE,84.54,258490
10-06-2024,13-06-2024,16950,PE,234.77,392026
10-06-2024,13-06-2024,17000,CE,254.35,177857
10-06-2024,13-06-2024,17000,PE,365.99,361406
11-06-2024,13-06-2024,21050,CE,340.49,95017
11-06-2024,13-06-2024,21050,PE,254.8,141983
11-06-2024,13-06-2024,21100,CE,316.25,281781
11-06-2024,13-06-2024,21100,PE,225.75,363759
11-06-2024,13-06-2024,21150,CE,191.53,57507
11-06-2024,13-06-2024,21150,PE,328.37,66724
11-06-2024,13-06-2024,21200,CE,69.09,211229
11-06-2024,13-06-2024,21200,PE,233.17,157578
11-06-2024,13-06-2024,21250,CE,11.39,478804
11-06-2024,13-06-2024,21250,PE,344.76,311041
12-06-2024,13-06-2024,18750,CE,26.62,356734
12-06-2024,13-06-2024,18750,PE,48.81,209678
12-06-2024,13-06-2024,18800,CE,87.22,356444
12-06-2024,13-06-2024,18800,PE,157.86,442701
12-06-2024,13-06-2024,18850,CE,397.63,144930
12-06-2024,13-06-2024,18850,PE,245.61,13822
12-06-2024,13-06-2024,18900,CE,60.31,86903
12-06-2024,13-06-2024,18900,PE,195.42,134920
12-06-2024,13-06-2024,18950,CE,27.16,390006
12-06-2024,13-06-2024,18950,PE,24.7,435026
13-06-2024,13-06-2024,18000,CE,322.72,230623
13-06-2024,13-06-2024,18000,PE,45.64,179633
13-06-2024,13-06-2024,18050,CE,32.18,113359
13-06-2024,13-06-2024,18050,PE,381.14,469056
13-06-2024,13-06-2024,18100,CE,227.16,471013
13-06-2024,13-06-2024,18100,PE,243.41,306529
13-06-2024,13-06-2024,18150,CE,25.84,280359
13-06-2024,13-06-2024,18150,PE,392.25,258959
13-06-2024,13-06-2024,18200,CE,74.97,304142
13-06-2024,13-06-2024,18200,PE,99.6,235821
14-06-2024,20-06-2024,17600,CE,182.15,56594
14-06-2024,20-06-2024,17600,PE,95.77,491463
14-06-2024,20-06-2024,17650,CE,257.67,499175
14-06-2024,20-06-2024,17650,PE,360.63,204314
14-06-2024,20-06-2024,17700,CE,280.56,352891
14-06-2024,20-06-2024,17700,PE,343.04,100834
14-06-2024,20-06-2024,17750,CE,152.53,125920
14-06-2024,20-06-2024,17750,PE,224.07,367353
14-06-2024,20-06-2024,17800,CE,108.31,346540
14-06-2024,20-06-2024,17800,PE,339.7,353745
17-06-2024,20-06-2024,15900,CE,18.76,422488
17-06-2024,20-06-2024,15900,PE,357.06,213628
17-06-2024,20-06-2024,15950,CE,80.73,345632
17-06-2024,20-06-2024,15950,PE,259.59,220840
17-06-2024,20-06-2024,16000,CE,220.61,34157
17-06-2024,20-06-2024,16000,PE,272.19,76785
17-06-2024,20-06-2024,16050,CE,197.95,316839
17-06-2024,20-06-2024,16050,PE,15.04,85792
17-06-2024,20-06-2024,16100,CE,253.71,152833
17-06-2024,20-06-2024,16100,PE,383.5,312808
18-06-2024,20-06-2024,15350,CE,34.25,435561
18-06-2024,20-06-2024,15350,PE,54.41,408114
18-06-2024,20-06-2024,15400,CE,74.43,421326
18-06-2024,20-06-2024,15400,PE,398.26,270151
18-06-2024,20-06-2024,15450,CE,393.79,174978
18-06-2024,20-06-2024,15450,PE,303.47,293475
18-06-2024,20-06-2024,15500,CE,313.52,352536
18-06-2024,20-06-2024,15500,PE,86.46,421228
18-06-2024,20-06-2024,15550,CE,396.94,124865
18-06-2024,20-06-2024,15550,PE,234.13,120696
19-06-2024,20-06-2024,16900,CE,92.65,489994
19-06-2024,20-06-2024,16900,PE,258.27,75727
19-06-2024,20-06-2024,16950,CE,201.26,121231
19-06-2024,20-06-2024,16950,PE,397.93,149161
19-06-2024,20-06-2024,17000,CE,378.41,187688
19-06-2024,20-06-2024,17000,PE,236.78,491000
19-06-2024,20-06-2024,17050,CE,333.85,295657
19-06-2024,20-06-2024,17050,PE,212.28,138453
19-06-2024,20-06-2024,17100,CE,72.63,472469
19-06-2024,20-06-2024,17100,PE,387.89,342070
20-06-2024,20-06-2024,16300,CE,374.76,343392
20-06-2024,20-06-2024,16300,PE,52.31,456127
20-06-2024,20-06-2024,16350,CE,175.35,103480
20-06-2024,20-06-2024,16350,PE,290.57,44880
20-06-2024,20-06-2024,16400,CE,83.33,499923
20-06-2024,20-06-2024,16400,PE,310.64,292532
20-06-2024,20-06-2024,16450,CE,56.59,428559
20-06-2024,20-06-2024,16450,PE,269.28,468945
20-06-2024,20-06-2024,16500,CE,262.58,478031
20-06-2024,20-06-2024,16500,PE,268.8,202088
21-06-2024,27-06-2024,19200,CE,286.79,116295
21-06-2024,27-06-2024,19200,PE,304.51,84756
21-06-2024,27-06-2024,19250,CE,307.18,443642
21-06-2024,27-06-2024,19250,PE,150.41,18089
21-06-2024,27-06-2024,19300,CE,255.15,186930
21-06-2024,27-06-2024,19300,PE,307.32,477432
21-06-2024,27-06-2024,19350,CE,80.61,245404
21-06-2024,27-06-2024,19350,PE,109.67,178166
21-06-2024,27-06-2024,19400,CE,127.43,14246
21-06-2024,27-06-2024,19400,PE,211.72,341393
24-06-2024,27-06-2024,20800,CE,184.19,231658
24-06-2024,27-06-2024,20800,PE,232.09,56084
24-06-2024,27-06-2024,20850,CE,219.35,314751
24-06-2024,27-06-2024,20850,PE,114.9,222413
24-06-2024,27-06-2024,20900,CE,246.6,126593
24-06-2024,27-06-2024,20900,PE,153.76,329236
24-06-2024,27-06-2024,20950,CE,220.01,194954
24-06-2024,27-06-2024,20950,PE,17.64,136335
24-06-2024,27-06-2024,21000,CE,376.45,261131
24-06-2024,27-06-2024,21000,PE,129.66,47887
25-06-2024,27-06-2024,22600,CE,314.2,339488
25-06-2024,27-06-2024,22600,PE,347.96,269478
25-06-2024,27-06-2024,22650,CE,340.72,427425
25-06-2024,27-06-2024,22650,PE,238.47,135533
25-06-2024,27-06-2024,22700,CE,165.69,62895
25-06-2024,27-06-2024,22700,PE,176.88,231512
25-06-2024,27-06-2024,22750,CE,151.82,12561
25-06-2024,27-06-2024,22750,PE,324.92,213791
25-06-2024,27-06-2024,22800,CE,56.91,315625
25-06-2024,27-06-2024,22800,PE,298.81,338938
26-06-2024,27-06-2024,19700,CE,255.98,58621
26-06-2024,27-06-2024,19700,PE,11.02,409973
26-06-2024,27-06-2024,19750,CE,252.15,343648
26-06-2024,27-06-2024,19750,PE,52.8,399157
26-06-2024,27-06-2024,19800,CE,138.76,190912
26-06-2024,27-06-2024,19800,PE,42.66,238770
26-06-2024,27-06-2024,19850,CE,368.94,186498
26-06-2024,27-06-2024,19850,PE,377.83,333318
26-06-2024,27-06-2024,19900,CE,69.84,410742
26-06-2024,27-06-2024,19900,PE,76.86,102470
27-06-2024,27-06-2024,18500,CE,94.3,338458
27-06-2024,27-06-2024,18500,PE,263.52,443407
27-06-2024,27-06-2024,18550,CE,223.89,340018
27-06-2024,27-06-2024,18550,PE,54.19,40313
27-06-2024,27-06-2024,18600,CE,314.26,269292
27-06-2024,27-06-2024,18600,PE,245.27,163607
27-06-2024,27-06-2024,18650,CE,60.83,141660
27-06-2024,27-06-2024,18650,PE,270.8,293005
27-06-2024,27-06-2024,18700,CE,159.15,19848
27-06-2024,27-06-2024,18700,PE,15.15,388470
28-06-2024,04-07-2024,17450,CE,115.42,42963
28-06-2024,04-07-2024,17450,PE,32.94,370474
28-06-2024,04-07-2024,17500,CE,380.34,88310
28-06-2024,04-07-2024,17500,PE,191.88,94949
28-06-2024,04-07-2024,17550,CE,68.13,125060
28-06-2024,04-07-2024,17550,PE,399.74,39768
28-06-2024,04-07-2024,17600,CE,126.7,208166
28-06-2024,04-07-2024,17600,PE,161.24,474960
28-06-2024,04-07-2024,17650,CE,61.45,378051
28-06-2024,04-07-2024,17650,PE,191.36,179074
01-07-2024,04-07-2024,17100,CE,367.18,57976
01-07-2024,04-07-2024,17100,PE,173.56,152402
01-07-2024,04-07-2024,17150,CE,82.74,369684
01-07-2024,04-07-2024,17150,PE,164.33,62237
01-07-2024,04-07-2024,17200,CE,112.89,123917
01-07-2024,04-07-2024,17200,PE,54.14,451361
01-07-2024,04-07-2024,17250,CE,314.76,142061
01-07-2024,04-07-2024,17250,PE,379.92,135283
01-07-2024,04-07-2024,17300,CE,98.71,443968
01-07-2024,04-07-2024,17300,PE,187.65,90006
02-07-2024,04-07-2024,17700,CE,255.47,286588
02-07-2024,04-07-2024,17700,PE,87.64,221421
02-07-2024,04-07-2024,17750,CE,226.18,224840
02-07-2024,04-07-2024,17750,PE,327.97,297608
02-07-2024,04-07-2024,17800,CE,50.16,23186
02-07-2024,04-07-2024,17800,PE,76.15,78902
02-07-2024,04-07-2024,17850,CE,241.56,315189
02-07-2024,04-07-2024,17850,PE,190.1,364003
02-07-2024,04-07-2024,17900,CE,20.45,88410
02-07-2024,04-07-2024,17900,PE,72.06,12275
03-07-2024,04-07-2024,21700,CE,285.09,101246
03-07-2024,04-07-2024,21700,PE,336.72,109227
03-07-2024,04-07-2024,21750,CE,256.38,90775
03-07-2024,04-07-2024,21750,PE,156.79,460586
03-07-2024,04-07-2024,21800,CE,319.18,118793
03-07-2024,04-07-2024,21800,PE,38.26,142761
03-07-2024,04-07-2024,21850,CE,192.32,450669
03-07-2024,04-07-2024,21850,PE,61.45,282268
03-07-2024,04-07-2024,21900,CE,283.57,345166
03-07-2024,04-07-2024,21900,PE,39.47,96926
04-07-2024,04-07-2024,14950,CE,288.26,285813
04-07-2024,04-07-2024,14950,PE,168.8,113080
04-07-2024,04-07-2024,15000,CE,133.88,345405
04-07-2024,04-07-2024,15000,PE,302.93,445085
04-07-2024,04-07-2024,15050,CE,271.88,263020
04-07-2024,04-07-2024,15050,PE,130.88,333365
04-07-2024,04-07-2024,15100,CE,130.23,495387
04-07-2024,04-07-2024,15100,PE,358.92,364039
04-07-2024,04-07-2024,15150,CE,303.28,262380
04-07-2024,04-07-2024,15150,PE,341.46,304126
05-07-2024,11-07-2024,17100,CE,47.66,118478
05-07-2024,11-07-2024,17100,PE,111.39,469298
05-07-2024,11-07-2024,17150,CE,212.67,110276
05-07-2024,11-07-2024,17150,PE,16.1,358617
05-07-2024,11-07-2024,17200,CE,262.64,144054
05-07-2024,11-07-2024,17200,PE,186.19,496026
05-07-2024,11-07-2024,17250,CE,357.59,154102
05-07-2024,11-07-2024,17250,PE,21.83,174196
05-07-2024,11-07-2024,17300,CE,384.42,195246
05-07-2024,11-07-2024,17300,PE,273.79,476840
08-07-2024,11-07-2024,16500,CE,92.34,177418
08-07-2024,11-07-2024,16500,PE,124.24,213906
08-07-2024,11-07-2024,16550,CE,70.25,53033
08-07-2024,11-07-2024,16550,PE,226.11,313893
08-07-2024,11-07-2024,16600,CE,253.19,33996
08-07-2024,11-07-2024,16600,PE,391.26,349571
08-07-2024,11-07-2024,16650,CE,326.51,464125
08-07-2024,11-07-2024,16650,PE,351.47,445751
08-07-2024,11-07-2024,16700,CE,85.88,293589
08-07-2024,11-07-2024,16700,PE,355.93,187492
09-07-2024,11-07-2024,22000,CE,244.14,120303
09-07-2024,11-07-2024,22000,PE,147.72,280225
09-07-2024,11-07-2024,22050,CE,345.02,122664
09-07-2024,11-07-2024,22050,PE,135.24,176458
09-07-2024,11-07-2024,22100,CE,267.67,212455
09-07-2024,11-07-2024,22100,PE,72,31822
09-07-2024,11-07-2024,22150,CE,15.7,186947
09-07-2024,11-07-2024,22150,PE,119.62,82273
09-07-2024,11-07-2024,22200,CE,208.35,271137
09-07-2024,11-07-2024,22200,PE,153.95,173528
10-07-2024,11-07-2024,17450,CE,91.44,360165
10-07-2024,11-07-2024,17450,PE,367.11,31655
10-07-2024,11-07-2024,17500,CE,47,150703
10-07-2024,11-07-2024,17500,PE,70.14,394888
10-07-2024,11-07-2024,17550,CE,45.43,337904
10-07-2024,11-07-2024,17550,PE,384.74,113857
10-07-2024,11-07-2024,17600,CE,236.2,59702
10-07-2024,11-07-2024,17600,PE,138.29,22669
10-07-2024,11-07-2024,17650,CE,21.91,219155
10-07-2024,11-07-2024,17650,PE,267.92,374981
11-07-2024,11-07-2024,17650,CE,373.67,13602
11-07-2024,11-07-2024,17650,PE,145.48,230380
11-07-2024,11-07-2024,17700,CE,158.73,36016
11-07-2024,11-07-2024,17700,PE,110.27,333425
11-07-2024,11-07-2024,17750,CE,352.19,353615
11-07-2024,11-07-2024,17750,PE,57.81,399048
11-07-2024,11-07-2024,17800,CE,387.47,102900
11-07-2024,11-07-2024,17800,PE,186.16,390022
11-07-2024,11-07-2024,17850,CE,64.18,125301
11-07-2024,11-07-2024,17850,PE,339.04,20480
12-07-2024,18-07-2024,20200,CE,51.24,216097
12-07-2024,18-07-2024,20200,PE,212.13,394292
12-07-2024,18-07-2024,20250,CE,41.66,490337
12-07-2024,18-07-2024,20250,PE,266.69,498861
12-07-2024,18-07-2024,20300,CE,110.45,442160
12-07-2024,18-07-2024,20300,PE,346.9,453691
12-07-2024,18-07-2024,20350,CE,126.34,52254
12-07-2024,18-07-2024,20350,PE,232.09,84598
12-07-2024,18-07-2024,20400,CE,62.11,380076
12-07-2024,18-07-2024,20400,PE,305.77,429839
15-07-2024,18-07-2024,15550,CE,350.43,33773
15-07-2024,18-07-2024,15550,PE,31.85,327341
15-07-2024,18-07-2024,15600,CE,109.33,271202
15-07-2024,18-07-2024,15600,PE,151.83,474436
15-07-2024,18-07-2024,15650,CE,14.35,162718
15-07-2024,18-07-2024,15650,PE,399.66,306257
15-07-2024,18-07-2024,15700,CE,165.48,353314
15-07-2024,18-07-2024,15700,PE,369.44,475250
15-07-2024,18-07-2024,15750,CE,88.18,351033
15-07-2024,18-07-2024,15750,PE,351.49,169721
16-07-2024,18-07-2024,16700,CE,11.95,283525
16-07-2024,18-07-2024,16700,PE,389.4,31042
16-07-2024,18-07-2024,16750,CE,216.37,297865
16-07-2024,18-07-2024,16750,PE,141.48,41279
16-07-2024,18-07-2024,16800,CE,310,277036
16-07-2024,18-07-2024,16800,PE,248.63,75404
16-07-2024,18-07-2024,16850,CE,262.92,142453
16-07-2024,18-07-2024,16850,PE,273.61,404368
16-07-2024,18-07-2024,16900,CE,198.84,263519
16-07-2024,18-07-2024,16900,PE,345.48,38426
17-07-2024,18-07-2024,19200,CE,382.01,344674
17-07-2024,18-07-2024,19200,PE,241.63,145846
17-07-2024,18-07-2024,19250,CE,328.17,348587
17-07-2024,18-07-2024,19250,PE,190.48,218235
17-07-2024,18-07-2024,19300,CE,381.49,376424
17-07-2024,18-07-2024,19300,PE,63.62,42580
17-07-2024,18-07-2024,19350,CE,145.07,221530
17-07-2024,18-07-2024,19350,PE,328.68,429571
17-07-2024,18-07-2024,19400,CE,13.46,164872
17-07-2024,18-07-2024,19400,PE,228.02,429253
18-07-2024,18-07-2024,18700,CE,247.61,258487
18-07-2024,18-07-2024,18700,PE,220.95,224908
18-07-2024,18-07-2024,18750,CE,232.02,195491
18-07-2024,18-07-2024,18750,PE,318.73,453436
18-07-2024,18-07-2024,18800,CE,195.13,50171
18-07-2024,18-07-2024,18800,PE,50.03,68520
18-07-2024,18-07-2024,18850,CE,202.69,98553
18-07-2024,18-07-2024,18850,PE,368.3,223292
18-07-2024,18-07-2024,18900,CE,383.38,44229
18-07-2024,18-07-2024,18900,PE,97.03,181998
19-07-2024,25-07-2024,16900,CE,78.23,477571
19-07-2024,25-07-2024,16900,PE,161.87,150172
19-07-2024,25-07-2024,16950,CE,187.39,116177
19-07-2024,25-07-2024,16950,PE,68.27,182670
19-07-2024,25-07-2024,17000,CE,130.95,334082
19-07-2024,25-07-2024,17000,PE,330.79,325818
19-07-2024,25-07-2024,17050,CE,362.47,394833
19-07-2024,25-07-2024,17050,PE,209.18,347159
19-07-2024,25-07-2024,17100,CE,261.66,260910
19-07-2024,25-07-2024,17100,PE,264.47,76511
22-07-2024,25-07-2024,18900,CE,44.41,148190
22-07-2024,25-07-2024,18900,PE,35.7,193571
22-07-2024,25-07-2024,18950,CE,219.59,433240
22-07-2024,25-07-2024,18950,PE,113.58,130790
22-07-2024,25-07-2024,19000,CE,94.3,248083
22-07-2024,25-07-2024,19000,PE,364.41,30318
22-07-2024,25-07-2024,19050,CE,39.68,342899
22-07-2024,25-07-2024,19050,PE,295.04,222627
22-07-2024,25-07-2024,19100,CE,365.68,101520
22-07-2024,25-07-2024,19100,PE,151.63,138812
23-07-2024,25-07-2024,20750,CE,322.68,207557
23-07-2024,25-07-2024,20750,PE,304.09,436110
23-07-2024,25-07-2024,20800,CE,265.98,166915
23-07-2024,25-07-2024,20800,PE,321.9,460178
23-07-2024,25-07-2024,20850,CE,224.88,176766
23-07-2024,25-07-2024,20850,PE,365.22,423979
23-07-2024,25-07-2024,20900,CE,304.96,376071
23-07-2024,25-07-2024,20900,PE,270.37,499788
23-07-2024,25-07-2024,20950,CE,170.45,234125
23-07-2024,25-07-2024,20950,PE,313.61,162625
24-07-2024,25-07-2024,17500,CE,112.51,448464
24-07-2024,25-07-2024,17500,PE,111.64,292322
24-07-2024,25-07-2024,17550,CE,314.43,436395
24-07-2024,25-07-2024,17550,PE,224.52,318540
24-07-2024,25-07-2024,17600,CE,326.19,492912
24-07-2024,25-07-2024,17600,PE,292.07,108266
24-07-2024,25-07-2024,17650,CE,28.23,347716
24-07-2024,25-07-2024,17650,PE,45.97,265149
24-07-2024,25-07-2024,17700,CE,233.71,493747
24-07-2024,25-07-2024,17700,PE,279.77,423966
25-07-2024,25-07-2024,17900,CE,361.12,185218
25-07-2024,25-07-2024,17900,PE,73.92,176297
25-07-2024,25-07-2024,17950,CE,161.14,332809
25-07-2024,25-07-2024,17950,PE,213.03,230389
25-07-2024,25-07-2024,18000,CE,99.07,113547
25-07-2024,25-07-2024,18000,PE,393.8,173476
25-07-2024,25-07-2024,18050,CE,263.78,318615
25-07-2024,25-07-2024,18050,PE,157.58,341086
25-07-2024,25-07-2024,18100,CE,173.13,106064
25-07-2024,25-07-2024,18100,PE,105.05,454429
26-07-2024,01-08-2024,16600,CE,223.29,307852
26-07-2024,01-08-2024,16600,PE,308.85,410245
26-07-2024,01-08-2024,16650,CE,108.2,66313
26-07-2024,01-08-2024,16650,PE,198.06,313819
26-07-2024,01-08-2024,16700,CE,119,314047
26-07-2024,01-08-2024,16700,PE,365.97,378017
26-07-2024,01-08-2024,16750,CE,196.84,169363
26-07-2024,01-08-2024,16750,PE,144.42,27466
26-07-2024,01-08-2024,16800,CE,17.97,214467
26-07-2024,01-08-2024,16800,PE,343.67,155863
29-07-2024,01-08-2024,19050,CE,341.64,433776
29-07-2024,01-08-2024,19050,PE,106.23,246104
29-07-2024,01-08-2024,19100,CE,71.96,404398
29-07-2024,01-08-2024,19100,PE,152.67,69945
29-07-2024,01-08-2024,19150,CE,240.48,343314
29-07-2024,01-08-2024,19150,PE,227.4,208287
29-07-2024,01-08-2024,19200,CE,362.8,378155
29-07-2024,01-08-2024,19200,PE,207.5,100844
29-07-2024,01-08-2024,19250,CE,37.4,181540
29-07-2024,01-08-2024,19250,PE,216.23,384091
30-07-2024,01-08-2024,19300,CE,152.75,489431
30-07-2024,01-08-2024,19300,PE,331.64,430721
30-07-2024,01-08-2024,19350,CE,261.31,295501
30-07-2024,01-08-2024,19350,PE,247.02,52534
30-07-2024,01-08-2024,19400,CE,263.37,226763
30-07-2024,01-08-2024,19400,PE,65.94,272030
30-07-2024,01-08-2024,19450,CE,202.25,118044
30-07-2024,01-08-2024,19450,PE,186.2,152509
30-07-2024,01-08-2024,19500,CE,279.97,342795
30-07-2024,01-08-2024,19500,PE,204.04,206944
31-07-2024,01-08-2024,15500,CE,307.66,326176
31-07-2024,01-08-2024,15500,PE,201.02,108429
31-07-2024,01-08-2024,15550,CE,27.41,326737
31-07-2024,01-08-2024,15550,PE,235.49,77221
31-07-2024,01-08-2024,15600,CE,141.42,172381
31-07-2024,01-08-2024,15600,PE,301.28,298705
31-07-2024,01-08-2024,15650,CE,262.69,427468
31-07-2024,01-08-2024,15650,PE,380.98,268536
31-07-2024,01-08-2024,15700,CE,58.69,495340
31-07-2024,01-08-2024,15700,PE,298.88,279964
01-08-2024,01-08-2024,16800,CE,255.74,157089
01-08-2024,01-08-2024,16800,PE,113.46,163982
01-08-2024,01-08-2024,16850,CE,314.64,128530
01-08-2024,01-08-2024,16850,PE,83.73,84991
01-08-2024,01-08-2024,16900,CE,331.84,135982
01-08-2024,01-08-2024,16900,PE,166.8,30554
01-08-2024,01-08-2024,16950,CE,200.04,198816
01-08-2024,01-08-2024,16950,PE,119.12,259352
01-08-2024,01-08-2024,17000,CE,14.29,103811
01-08-2024,01-08-2024,17000,PE,152.44,162113
02-08-2024,08-08-2024,18900,CE,170.38,327767
02-08-2024,08-08-2024,18900,PE,219.2,245444
02-08-2024,08-08-2024,18950,CE,310.61,153616
02-08-2024,08-08-2024,18950,PE,129.8,53382
02-08-2024,08-08-2024,19000,CE,233.43,424726
02-08-2024,08-08-2024,19000,PE,123.3,342807
02-08-2024,08-08-2024,19050,CE,32.27,81152
02-08-2024,08-08-2024,19050,PE,363.78,64474
02-08-2024,08-08-2024,19100,CE,54.01,24990
02-08-2024,08-08-2024,19100,PE,338.7,46171
05-08-2024,08-08-2024,17300,CE,222.83,198704
05-08-2024,08-08-2024,17300,PE,293.53,127030
05-08-2024,08-08-2024,17350,CE,350.57,93056
05-08-2024,08-08-2024,17350,PE,225.62,290762
05-08-2024,08-08-2024,17400,CE,118.33,378130
05-08-2024,08-08-2024,17400,PE,335.27,334271
05-08-2024,08-08-2024,17450,CE,225.88,150886
05-08-2024,08-08-2024,17450,PE,63.87,154650
05-08-2024,08-08-2024,17500,CE,269.92,393828
05-08-2024,08-08-2024,17500,PE,336.98,441756
06-08-2024,08-08-2024,18800,CE,267.89,425693
06-08-2024,08-08-2024,18800,PE,267.31,427087
06-08-2024,08-08-2024,18850,CE,150.44,25038
06-08-2024,08-08-2024,18850,PE,22.83,172201
06-08-2024,08-08-2024,18900,CE,83.74,230280
06-08-2024,08-08-2024,18900,PE,133.76,113760
06-08-2024,08-08-2024,18950,CE,314.14,180214
06-08-2024,08-08-2024,18950,PE,377.12,400555
06-08-2024,08-08-2024,19000,CE,184.2,125528
06-08-2024,08-08-2024,19000,PE,294.12,166070
07-08-2024,08-08-2024,17300,CE,65.52,344031
07-08-2024,08-08-2024,17300,PE,331.56,466255
07-08-2024,08-08-2024,17350,CE,229.4,253363
07-08-2024,08-08-2024,17350,PE,58.28,396590
07-08-2024,08-08-2024,17400,CE,180.58,311723
07-08-2024,08-08-2024,17400,PE,159.38,473089
07-08-2024,08-08-2024,17450,CE,100.63,135523
07-08-2024,08-08-2024,17450,PE,90.79,366463
07-08-2024,08-08-2024,17500,CE,295.25,407080
07-08-2024,08-08-2024,17500,PE,156.28,271121
08-08-2024,08-08-2024,12550,CE,233.63,437124
08-08-2024,08-08-2024,12550,PE,32.04,103352
08-08-2024,08-08-2024,12600,CE,176.24,246987
08-08-2024,08-08-2024,12600,PE,261.34,443844
08-08-2024,08-08-2024,12650,CE,276.71,54204
08-08-2024,08-08-2024,12650,PE,24.04,45223
08-08-2024,08-08-2024,12700,CE,264.94,284278
08-08-2024,08-08-2024,12700,PE,11.43,94308
08-08-2024,08-08-2024,12750,CE,291.38,288613
08-08-2024,08-08-2024,12750,PE,187.6,199006
09-08-2024,15-08-2024,16800,CE,40.31,22091
09-08-2024,15-08-2024,16800,PE,374.98,196409
09-08-2024,15-08-2024,16850,CE,379.92,45415
09-08-2024,15-08-2024,16850,PE,226.31,70323
09-08-2024,15-08-2024,16900,CE,177.49,171248
09-08-2024,15-08-2024,16900,PE,297.5,474605
09-08-2024,15-08-2024,16950,CE,387.35,448624
09-08-2024,15-08-2024,16950,PE,86.87,247327
09-08-2024,15-08-2024,17000,CE,361.28,70193
09-08-2024,15-08-2024,17000,PE,142.37,82629
12-08-2024,15-08-2024,18450,CE,134.14,452175
12-08-2024,15-08-2024,18450,PE,243.45,83090
12-08-2024,15-08-2024,18500,CE,399.52,10823
12-08-2024,15-08-2024,18500,PE,163.9,490673
12-08-2024,15-08-2024,18550,CE,292.6,498316
12-08-2024,15-08-2024,18550,PE,324.47,387394
12-08-2024,15-08-2024,18600,CE,125.11,415270
12-08-2024,15-08-2024,18600,PE,297.78,106842
